Username,Forum Profile,Vendor Profile,Date Registered,Last Active,Signature,Personal Text,Custom Title,Location,Posts,Karma
DiMiTriSpice,2006,N/A,2011/08/07 12:24,2012/11/27 09:45,"My Onion Site - http://426bznbgjzwd2nhp.onion/

""He is mad past recovery, but yet he has lucid intervals.""

-Miguel de Cervantes Saavedra

Email: bac@lavabit.com",N/A,N/A,N/A,77 (0.097 per day),+7/-4
ananas_xpress,77670,N/A,2013/07/04 14:27,2013/10/02 16:39,"Dude, that's not jam, that's just total fucking marmalade.

Profile: silkroadvb5piz3r.onion/silkroad/user/7e1ab9d128

Best value lottery's and most % winners on SR.
Double or Nothing:silkroadvb5piz3r.onion/silkroad/item/fb0e5cb88a
8 Ball:                  silkroadvb5piz3r.onion/silkroad/item/b7da9f2",N/A,N/A,N/A,260 (2.708 per day),+27/-15
peppernsalt,69056,4435daf061,2013/05/08 16:12,2013/10/04 15:22,"PnS SR profile:
http://silkroadvb5piz3r.onion/silkroad/user/4435daf061",N/A,N/A,N/A,6 (0.039 per day),+0/-0
aqhk,51886,f013e7c206,2013/01/23 19:22,2013/01/27 05:45,"~AddyQueenHashKing~

Vendor Page:  http://silkroadvb5piz3r.onion/silkroad/user/f013e7c206

aqhk@tormail.org",SR Vendor,N/A,N/A,0 (0 per day),+0/-0
LloydsBrothers,26430,7e623cc4ba/70,2012/07/11 11:56,N/A,"lloydsbrothers@tormail.org

SR Page: http://silkroadvb5piz3r.onion/silkroad/user/7e623cc4ba/70

My review thread: http://dkn255hz262ypmii.onion/index.php?topic=31181.0",N/A,N/A,N/A,119 (0.262 per day),+9/-2
raelag,28594,58219cc56f,2012/07/29 22:56,2013/10/06 08:58,"PGP Key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg377645#msg377645
SR Listings:http://silkroadvb5piz3r.onion/index.php/silkroad/user/58219cc56f
raelag@tormail.org

Extremly small vendor from Finland, specializing in shrooms. Do it for 
hobby, not so much for profit.",N/A,N/A,Ashan,103 (0.237 per day),+4/-1
oppyate,5484,N/A,2011/11/12 07:10,2013/10/04 17:08,F E = The Ultimate Instrument of Scam!,I just Luv Opiates!,N/A,"Fourth Quadrant, Nebula System, D Grid",660 (0.948 per day),+29/-15
Dr Holland,64644,7cead95c54,2013/04/17 18:36,2013/10/03 10:27,"Vendor of XTC, GBL, heroin and cocaine.  New stuff always with an opening 
offer!   - http://silkroadvb5piz3r.onion/silkroad/user/7cead95c54",N/A,N/A,Holland,13 (0.075 per day),+3/-2
Lightner7,39088,3bac830d44,2012/10/23 01:14,2013/08/21 17:30,"Cocaine vendor: http://silkroadvb5piz3r.onion/silkroad/user/3bac830d44

The problem is not the problem. The problem is your attitude about the 
problem.",Light it up!,N/A,N/A,51 (0.146 per day),+3/-0
p3nd8s,40932,N/A,2012/11/07 03:50,N/A,"Pure Scopolamine + Claviceps Paspali Culture - U.S. Vendor - NEW!!! Now on 
SheepMarket!
http://sheep5u64fi457aw.onion/account/profile/f9f40b27aa5eb6be18b899daeed98548

DPR, you are a hero! My thoughts and prayers are with you and your family!",N/A,N/A,N/A,223 (0.666 per day),+19/-15
The Fun Roulette,73789,1fe8c9a5b7,2013/06/08 18:39,2013/10/03 00:55,"Life is a fun roulette.

Vendor profile:
http://silkroadvb5piz3r.onion/silkroad/user/1fe8c9a5b7",N/A,N/A,N/A,30 (0.246 per day),+3/-0
AussieDomesticDrugs,46421,394e02540d,2012/12/17 14:06,N/A,"To come check out our vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/394e02540d",N/A,N/A,N/A,56 (0.190 per day),+9/-4
evoluado,50593,eb301ef518,2013/01/16 04:21,2013/09/26 19:47,"Our SR vendejo page:

http://silkroadvb5piz3r.onion/silkroad/user/eb301ef518",N/A,N/A,N/A,0 (0 per day),+0/-0
Cimicon-Rep,54211,a5b383e53f,2013/02/08 17:25,N/A,"Cimicon Customer Service Representative - CSR

SR Vendor Account:> http://silkroadvb5piz3r.onion/silkroad/user/a5b383e53f

PGP Public Key:>  
http://dkn255hz262ypmii.onion/index.php?topic=174.msg901271#msg901271",The CSR,N/A,N/A,603 (2.492 per day),+106/-27
CALiGREEN,73692,be24a8730e,2013/06/08 04:58,2013/09/30 22:15,"My Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/be24a8730e

My PGP key: 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1216351#msg1216351",N/A,N/A,California,165 (1.352 per day),+5/-9
BrainHacker,81670,N/A,2013/07/27 18:37,2013/10/07 08:04,"Top Quality Products, Super Fast FREE Priority Shipping, Top notch stealth.

http://sheep5u64fi457aw.onion/account/profile/63a469742aa4ca6127995d97136f99b8",N/A,N/A,N/A,69 (0.945 per day),+4/-2
EyeManIFest,79856,030d50ad0d,2013/07/16 17:06,N/A,Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/030d50ad0d,eleven11:11eleven,N/A,"Somewhere in space, between time.",84 (1 per day),+11/-1
fungifun,45955,26b2aad50d,2012/12/12 21:15,2013/10/05 12:54,"VENDOR ACCOUNT - http://silkroadvb5piz3r.onion/silkroad/user/26b2aad50d
PRODUCT INFO-
http://dkn255hz262ypmii.onion/index.php?topic=94191.0
REVIEW THREADS-
http://dkn255hz262ypmii.onion/index.php?topic=96555.0
http://dkn255hz262ypmii.onion/index.php?topic=185007.0
http://dkn255hz262ypmii.onion/index",N/A,N/A,USA,66 (0.220 per day),+2/-2
Smokeables,25693,8ec115cfc7,2012/07/04 00:47,2013/08/26 04:21,"My SR profile:
http://silkroadvb5piz3r.onion/silkroad/user/8ec115cfc7",N/A,N/A,US of A,75 (0.163 per day),+6/-0
mracid,732,4f6ee73a39,2011/06/25 20:21,2013/08/08 21:25,"SR Vendor - 4sale
http://silkroadvb5piz3r.onion/silkroad/user/4f6ee73a39",N/A,N/A,N/A,139 (0.166 per day),+9/-20
SavvyShaman,71625,a3469c89eb,2013/05/26 19:41,2013/10/03 20:34,"View my vendor page at: 
http://silkroadvb5piz3r.onion/silkroad/user/a3469c89eb -  Currently 
specializing in 4-AcO-DMT ""Shroom"" pills.",N/A,N/A,N/A,25 (0.185 per day),+4/-0
Thirdplace,1219,b37f956c90,2011/07/10 05:53,N/A,"US Vendor of 2C-B and Xanax

Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/b37f956c90",N/A,N/A,N/A,125 (0.152 per day),+24/-1
FPUK_FORUM,45251,3ca394cc14,2012/12/06 20:45,2013/10/03 19:00,"http://silkroadvb5piz3r.onion/silkroad/user/3ca394cc14

http://dkn255hz262ypmii.onion/index.php?topic=91930.0",N/A,N/A,N/A,21 (0.069 per day),+1/-3
Green Oven Door,40385,N/A,2012/11/02 16:57,2013/08/13 21:21,You'll give us two GREEN thumbs up!!!,What more can I say...?,N/A,Expanding,20 (0.059 per day),+6/-1
soulrebel,20,42ad928539,2011/06/18 08:33,2013/09/23 16:15,"╔═╦══╦╗╔╦╗╔╦╦═╦╗╔═╦╗
║╚╣╔╗║║║║║║╔╣═╣╚╣═╣║
╠╗║╚╝║╚╝║╚╣║║═╣║║═╣╚╗
╚═╩══╩══╩═╩╝╚═╩═╩═╩═╝
Listing of Marijuana from EU:
http://silkroadvb5piz3r.onion/silkroad/user/42ad928539",N/A,N/A,N/A,22 (0.026 per day),+7/-1
Avon™,44078,fec0184156,2012/11/27 23:38,2013/10/03 14:24,"http://silkroadvb5piz3r.onion/silkroad/user/fec0184156
-",N/A,N/A,N/A,18 (0.057 per day),+4/-0
spaceshipUSAsafeship,56240,d4ab746cf1,2013/02/24 02:02,N/A,"Vendor Page: https://silkroadvb5piz3r.onion/silkroad/user/d4ab746cf1

Review Thread: 
http://dkn255hz262ypmii.onion/index.php?topic=140685.msg965758#msg965758",N/A,N/A,N/A,122 (0.540 per day),+7/-5
Molly Want a Cracker,28985,96b11d47ca,2012/08/02 04:45,2013/02/12 19:17,Vendor profile: http://silkroadvb5piz3r.onion/silkroad/user/96b11d47ca,N/A,N/A,N/A,84 (0.194 per day),+9/-3
Novartis,32934,bc8f7e41c2,2012/09/01 03:44,2013/10/03 02:23,"Novartis SR Vendor page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/bc8f7e41c2

Novartis Review Thread: 
http://dkn255hz262ypmii.onion/index.php?topic=41618.0

CBD Review Thread: http://silkroadvb5piz3r.onion/silkroad/user/bc8f7e41c2",N/A,N/A,States,315 (0.784 per day),+22/-2
universalimports,50605,3e9aa08d9a,2013/01/16 05:09,2013/04/08 13:41,"AUSTRALIA DOMESTIC - Black Tar Heroin
http://silkroadvb5piz3r.onion/silkroad/user/3e9aa08d9a",N/A,N/A,N/A,69 (0.260 per day),+0/-0
nawlinsx,28903,032b84f66b,2012/08/01 13:41,N/A,"SR Vendor *nawlins*
2c-b & more shipping daily from inside the USA
http://silkroadvb5piz3r.onion/index.php/silkroad/user/032b84f66b",N/A,N/A,N/A,176 (0.406 per day),+5/-8
fake,9949,55c1fc58e3,2012/01/29 06:23,2013/09/09 20:45,http://silkroadvb5piz3r.onion/silkroad/user/55c1fc58e3,N/A,N/A,N/A,14 (0.023 per day),+1/-4
bitcoins,34641,c536b90105,2012/09/15 23:23,2013/10/03 11:08,"http://silkroadvb5piz3r.onion/index.php/silkroad/user/c536b90105

INSTANT BITCOIN EXCHAGE.

COINS IN STOCK AND ALL FROM THE UKS MOST TRUSTED BITCOIN VENDOR",The Uk's No1 In Instant Coin Exchange,N/A,united Kingdom,28 (0.072 per day),+1/-10
RR,3247,N/A,2011/09/16 13:48,2013/10/07 04:22,"Back up forum

6zyze2mkwyla7jwe.onion/silkroad/backup",Drugs Of Choice. Cocaine/Weed/Hash,N/A,N/A,948 (1.259 per day),+24/-8
AddyQueenHashKing,52400,f013e7c206,2013/01/27 05:48,2013/06/25 22:45,"~AddyQueenHashKing~
http://silkroadvb5piz3r.onion/silkroad/user/f013e7c206
aqhk@tormail.org",N/A,N/A,N/A,5 (0.020 per day),+1/-0
mania,40742,63fadace67,2012/11/05 16:13,2013/10/04 00:15,"Vendor page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/63fadace67
Review thread: http://dkn255hz262ypmii.onion/index.php?topic=68766",N/A,N/A,N/A,7 (0.021 per day),+0/-0
DrWhite,22204,e513ffb50f,2012/05/31 21:19,2013/10/07 23:58,http://silkroadvb5piz3r.onion/silkroad/user/e513ffb50f,Pure as the driven snow....,N/A,N/A,154 (0.311 per day),+25/-17
BioCanna,20697,7f22827815,2012/05/15 07:14,2013/10/02 08:42,http://silkroadvb5piz3r.onion/silkroad/user/7f22827815,N/A,N/A,N/A,17 (0.033 per day),+3/-1
BayAreaBudz,14966,37194411b8,2012/03/20 06:14,2013/10/07 00:14,Vendor Account: http://silkroadvb5piz3r.onion/silkroad/user/37194411b8,N/A,N/A,N/A,194 (0.342 per day),+14/-5
Lotterykid,25679,7d09545daf,2012/07/03 21:46,N/A,"SR profile: http://silkroadvb5piz3r.onion/silkroad/user/7d09545daf

Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=178921.0",N/A,N/A,N/A,87 (0.188 per day),+7/-1
remoteKontrol,72677,1e1ce4bf50,2013/06/02 02:51,2013/09/30 07:49,http://silkroadvb5piz3r.onion/silkroad/user/1e1ce4bf50,N/A,N/A,N/A,9 (0.070 per day),+0/-0
cousin frank,42145,N/A,2012/11/14 21:57,2013/04/16 20:18,"Repugnant is a Creature who would squander the ability to lift an eye to 
heaven, conscious of his fleeting time here",N/A,N/A,N/A,30 (0.091 per day),+4/-1
SniffPod,67150,887ed85a28,2013/04/30 18:04,2013/10/06 22:34,"Vendor Page
http://silkroadvb5piz3r.onion/silkroad/user/887ed85a28

Drugs make people irrational, especially those that have never taken them.
Howard Marks",N/A,N/A,UK,3 (0.019 per day),+0/-0
sonni,69828,0068dd9e07,2013/05/13 18:39,2013/08/06 10:48,http://silkroadvb5piz3r.onion/silkroad/user/0068dd9e07,N/A,N/A,N/A,38 (0.257 per day),+3/-6
SouthernHumboldt,54748,5a57754f0b,2013/02/12 20:49,2013/09/13 17:08,"Our vendor page can be found here!
http://silkroadvb5piz3r.onion/silkroad/user/5a57754f0b",N/A,N/A,N/A,123 (0.517 per day),+8/-3
CaliforniaBuddy,21486,b457d10208,2012/05/23 19:22,2013/10/05 01:38,"Vendor Link:
http://silkroadvb5piz3r.onion/silkroad/user/b457d10208

Review Thread:
http://dkn255hz262ypmii.onion/index.php?topic=24757",Find me on the roadddd,N/A,California,60 (0.119 per day),+67/-5
polygamuz,24497,N/A,2012/06/21 13:24,2013/08/25 21:02,N/A,N/A,N/A,N/A,114 (0.241 per day),+8/-8
HorizonLabs,86406,9319c627b7,2013/08/18 18:24,2013/09/27 04:38,Vendor Page: http://silkroadvb5piz3r.onion/silkroad/user/9319c627b7,N/A,N/A,N/A,12 (0.235 per day),+1/-0
UglyPotato,71052,96496c6289,2013/05/21 16:30,2013/09/15 10:58,"Vendor page - http://silkroadvb5piz3r.onion/silkroad/user/96496c6289
Review thread - http://dkn255hz262ypmii.onion/index.php?topic=161801
PGP - 
http://dkn255hz262ypmii.onion/index.php?topic=174.msg1151386#msg1151386",SR Vendor,N/A,N/A,111 (0.793 per day),+37/-0
Jannis,23673,f1fa459c07,2012/06/14 18:10,2013/10/04 08:47,"Vendor of LSD
http://silkroadvb5piz3r.onion/silkroad/user/f1fa459c07
http://dkn255hz262ypmii.onion/index.php?topic=30904.0

Rated ""Star Vendor"" by the LSD Avengers
http://dkn255hz262ypmii.onion/index.php?topic=45270.0",N/A,N/A,N/A,156 (0.324 per day),+45/-6
GammaGoblin,8859,3923da3fab,2012/01/16 19:14,N/A,"BTC Tips: 1GaMMAgoBJ4jB91PhCU3DmZFLtEyiXU7iF

EMERGENCY MAIL: xgammagx@mail.ru (ALWAYS ENCRYPT YOUR MESSAGE AND PROVIDE 
YOUR PUBLIC KEY!)

SR profile: http://silkroadvb5piz3r.onion/silkroad/user/3923da3fab
Feedback and questions: http://dkn255hz262ypmii.onion/index.php?topic=9025.0",N/A,N/A,N/A,335 (0.531 per day),+45/-3
purplelotus,21944,N/A,2012/05/29 00:18,2013/10/07 02:00,N/A,N/A,N/A,N/A,730 (1.469 per day),+171/-50
Del Ellis,8167,dc6b44c85e,2012/01/03 18:31,2013/06/05 05:34,"SR Vendor Page:
http://silkroadvb5piz3r.onion/silkroad/user/dc6b44c85e

Email:
delellis@tormail.org",Always infinitely grateful!,N/A,N/A,102 (0.158 per day),+19/-1
Gumtree Australia,80761,7954b16fd2,2013/07/22 12:07,2013/08/07 03:34,"Gumtree Australia

http://silkroadvb5piz3r.onion/silkroad/user/7954b16fd2",Hi How Are You,N/A,Your guessing,0 (0 per day),+1/-1
sniffsniff,100822,34ee4c3b53,2013/09/28 02:56,2013/09/30 03:17,"SR Vendor Profile - http://silkroadvb5piz3r.onion/silkroad/user/34ee4c3b53
Review Thread - http://dkn255hz262ypmii.onion/index.php?topic=215511.0",N/A,N/A,N/A,3 (0.300 per day),+0/-0
Dr Hydro Aus,91857,db77345010,2013/09/06 06:35,2013/09/07 06:00,"Dr Hydro Aus
http://silkroadvb5piz3r.onion/silkroad/user/db77345010",N/A,N/A,N/A,0 (0 per day),+0/-0
OrderOfThePhoenix,66509,437a15295b,2013/04/27 15:45,2013/10/02 14:30,http://silkroadvb5piz3r.onion/silkroad/user/437a15295b Real USA LSD,N/A,N/A,Mars,151 (0.921 per day),+20/-12
FartBomber,20532,f6371738b0,2012/05/13 13:42,2013/10/03 15:09,"My profile: http://silkroadvb5piz3r.onion/silkroad/user/696ed9cdd9

*LAB TESTED Dalai Lama LSD, 210ug+ tabs* (LSD Avengers tested & approved)

Looking for LAB TESTED 110ug tabs, give this guy a try! 
http://silkroadvb5piz3r.onion/silkroad/user/f6371738b0",Order now and get high!,N/A,Amsterdam baby!,262 (0.511 per day),+60/-13
tigerrush,62015,fc893579ed,2013/04/04 14:30,2013/10/06 06:24,Vendor page - http://silkroadvb5piz3r.onion/silkroad/user/fc893579ed,N/A,N/A,N/A,213 (1.139 per day),+12/-2
pestlepete,23139,3366c46f54,2012/06/09 21:32,2013/08/22 20:44,"Tweaked brown fox jumps over the nodding dog.

http://silkroadvb5piz3r.onion/index.php/silkroad/user/3366c46f54",N/A,N/A,United States,30 (0.062 per day),+0/-0
BeepBeep,74357,d7710958ad,2013/06/12 08:11,2013/10/07 06:31,"- Australian Vendor -

http://silkroadvb5piz3r.onion/silkroad/user/d7710958ad",Truth is Treason in the Empire of Lies,N/A,N/A,129 (1.093 per day),+9/-6
astronomicat,68906,37e2345da1,2013/05/07 21:05,2013/10/03 19:10,http://silkroadvb5piz3r.onion/silkroad/user/37e2345da1,N/A,N/A,N/A,52 (0.338 per day),+0/-0
cimicon,48439,a5b383e53f,2013/01/02 19:49,2013/05/04 00:07,"I am a vendor rx medication on Silkroad. My goal is to make the vendor 
experience as professional and reliable as your local pharmacy.


Merchant account: 
http://silkroadvb5piz3r.onion/silkroad/user/a5b383e53f

Disrupting the market since 2013.",Bidness as Usual,N/A,Canada,93 (0.333 per day),+10/-4
Dcompany,43000,965c8f4f4a,2012/11/20 01:29,2013/05/04 18:38,"~~~~~~~~~~~~~~~~~~Dcompany~~~~~~~~~~~~~~~

http://silkroadvb5piz3r.onion/silkroad/user/965c8f4f4a",N/A,N/A,N/A,127 (0.394 per day),+5/-2
Waitrose,76875,c1e37deebd,2013/06/28 22:41,2013/09/15 22:53,http://silkroadvb5piz3r.onion/silkroad/user/c1e37deebd,"Quality Goods, Honestly Priced",N/A,N/A,64 (0.634 per day),+2/-0
drNYX,14935,467ed442f4--,2012/03/19 21:39,2012/09/03 10:25,"Oxycontin (10MG) oxycondone (5mg)
Methadone (20 mg) MDMA
--http://silkroadvb5piz3r.onion/silkroad/user/467ed442f4--",Have faith..,N/A,N/A,181 (0.319 per day),+18/-12
aussiegear,40459,N/A,2012/11/03 06:30,N/A,"aussie-gear@safe-mail.net

SMP
http://sheep5u64fi457aw.onion/account/profile/12f1ce50aa3354da6956a2a9b9c29639

BMR coming soon",N/A,N/A,N/A,42 (0.124 per day),+1/-5
MoodyMayhem,76099,21f93df439,2013/06/24 03:12,2013/10/06 23:34,"Vendor Profile:
http://silkroadvb5piz3r.onion/silkroad/user/21f93df439
Marijuana Promotions, Deals, & Giveaways:
http://dkn255hz262ypmii.onion/index.php?topic=190450.0
Review Thread:
http://dkn255hz262ypmii.onion/index.php?topic=159822.0",N/A,N/A,N/A,78 (0.736 per day),+7/-0
BitShuffle,255,22987ea30d,2011/06/19 02:33,2013/10/02 22:02,Silk Road @ : http://silkroadvb5piz3r.onion/silkroad/user/22987ea30d,MadHatterTravel@tormail.org,N/A,The Ether of the Internet,125 (0.148 per day),+5/-5
trc,36739,03efbabf9a,2012/10/02 10:47,2013/09/29 08:30,http://silkroadvb5piz3r.onion/silkroad/user/03efbabf9a,N/A,N/A,N/A,209 (0.563 per day),+15/-11
Cpt. Meow,9375,58dd860bfb,2012/01/23 12:34,2012/09/03 17:41,"SR Profile: http://silkroadvb5piz3r.onion/silkroad/user/58dd860bfb
Feedback and Questions: http://dkn255hz262ypmii.onion/index.php?topic=9525.0",N/A,N/A,N/A,163 (0.261 per day),+7/-3
anarcho47,743,62c70ad117,2011/06/26 05:00,2012/08/25 05:12,"My customer reviews:
http://dkn255hz262ypmii.onion/index.php?topic=656.150;topicseen

Canada's best Cannabis and LUCY, shipping to all four corners of earth.
http://silkroadvb5piz3r.onion/silkroad/user/d64fbef50d

WIN WEED, LUCY AND HARD CASH!!:
http://silkroadvb5piz3r.onion/silkroad/user/62c70ad117",N/A,N/A,N/A,1234 (1.478 per day),+50/-13
EastCoastCollective,51953,3473534c92,2013/01/24 03:07,N/A,"my vendor page
http://silkroadvb5piz3r.onion/silkroad/user/3473534c92

ecc@tormail.org",I SMOKED SO MUCH GREEN I TURNED GREEN,N/A,East Coast Collective,207 (0.805 per day),+22/-8
menj,14228,46b83e3397,2012/03/11 14:13,2013/08/28 13:50,http://silkroadvb5piz3r.onion/silkroad/user/46b83e3397,N/A,N/A,N/A,22 (0.038 per day),+3/-2
SwissShop,81375,8d39bcf0a7,2013/07/25 21:15,N/A,"Hier bekommt ihr SPEED, HASH, PILLEN, MDMA, LSD, KOKS und GRAS
http://silkroadvb5piz3r.onion/silkroad/user/8d39bcf0a7

Alles ohne eine grenze dazwischen!!",N/A,N/A,N/A,54 (0.720 per day),+0/-0
Pharmacopoeia,16061,2c94bcaac5,2012/03/31 14:28,2013/08/18 01:36,SR Vendor Profile: http://silkroadvb5piz3r.onion/silkroad/user/2c94bcaac5,N/A,N/A,N/A,143 (0.257 per day),+6/-4
All Drugs UK,55961,0def0e4e8e,2013/02/21 20:17,2013/10/05 20:52,"All Drugs UK. 
http://silkroadvb5piz3r.onion/silkroad/user/0def0e4e8e","One Life, Live it",N/A,United Kingdom,60 (0.262 per day),+0/-0
raugara,25201,N/A,2012/06/28 23:36,N/A,N/A,N/A,N/A,N/A,41 (0.088 per day),+0/-3
LoveUnderWill,28113,4607ec0d2b,2012/07/25 09:03,2013/10/07 15:19,"Love Is The Law, Love Under Will

http://silkroadvb5piz3r.onion/silkroad/user/4607ec0d2b",N/A,N/A,N/A,62 (0.141 per day),+4/-1
collapses,578,c385c33407,2011/06/22 12:23,2013/10/02 19:09,"Buy BTC using Western Union -
http://silkroadvb5piz3r.onion/index.php/silkroad/user/c385c33407",N/A,N/A,N/A,138 (0.164 per day),+3/-18
OzGrow,60299,e2e28f2c7c,2013/03/26 02:33,2013/10/06 09:53,"Max @ OG
Welcome To The Inner Sanctum

http://silkroadvb5piz3r.onion/silkroad/user/e2e28f2c7c",N/A,N/A,Australia,15 (0.077 per day),+0/-1
NW Nugz,50903,6dec1f7750,2013/01/17 16:28,2013/10/04 18:04,"NW Nugz  Vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/6dec1f7750
Forum Review Page (last message, recent news):
http://dkn255hz262ypmii.onion/index.php?topic=116945.new#new
Public PGP Key (for Address encryption):
http://dkn255hz262ypmii.onion/index.php?topic=174.msg786098#msg786098",Herbal Freedom Fighter :-),N/A,"Mt. Budtopia, USA",652 (2.470 per day),+43/-22
Alexandrus,40275,3691f5dfee,2012/11/01 14:44,2013/08/17 22:28,"My vendor page:
http://silkroadvb5piz3r.onion/silkroad/user/3691f5dfee

Official review thread:
http://dkn255hz262ypmii.onion/index.php?topic=156497.0",N/A,N/A,N/A,12 (0.035 per day),+1/-0
Costco,32109,N/A,2012/08/26 00:00,2013/08/26 21:52,"We were ranked in the top 2% of sellers on SR before we closed shop for 
good on 8/12/13.",N/A,N/A,N/A,296 (0.725 per day),+21/-15
Mercury31,33960,0959809f11,2012/09/10 13:12,2013/09/13 18:26,"Money may not buy happiness, but it can damn well give it!
http://silkroadvb5piz3r.onion/silkroad/user/0959809f11",I won't be a rock star. I will be a legend.,N/A,N/A,312 (0.794 per day),+39/-16
DrCol,69381,9c606585a7,2013/05/10 15:50,2013/10/02 20:25,"Quality over quantity 

Vendor Link - http://silkroadvb5piz3r.onion/silkroad/user/9c606585a7

My Review Thread - http://dkn255hz262ypmii.onion/index.php?topic=162399.0",N/A,N/A,N/A,578 (3.828 per day),+38/-47
kushkush,36815,e31eeb8b44,2012/10/03 02:25,2013/09/10 06:06,"New Review Thread: http://dkn255hz262ypmii.onion/index.php?topic=108946.0
This is my vendor's page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/e31eeb8b44

█♣█  support you locals!▌ Brownies,Weed,Ketamine,Cocaine, and more ▌♥ ▌.",N/A,N/A,N/A,358 (0.968 per day),+77/-28
slylinah,2887,N/A,2011/09/06 11:36,2012/09/14 01:21,N/A,N/A,N/A,N/A,14 (0.018 per day),+0/-1
eternalpsy,38312,76ba943e03/10,2012/10/16 19:33,2013/09/12 02:02,http://silkroadvb5piz3r.onion/silkroad/user/76ba943e03/10,N/A,N/A,N/A,9 (0.025 per day),+0/-1
CannaKingUK,56341,6d2a775602,2013/02/24 23:19,2013/09/03 21:01,"CannaKingUK - UK only vendor of organically grown marijuana - 
http://silkroadvb5piz3r.onion/silkroad/user/6d2a775602",Your dedicated SR community grower,N/A,UK,103 (0.458 per day),+12/-8
gardenfresh,38303,42363d64d5,2012/10/16 18:04,2013/08/07 03:25,"SR Vendor Page:

http://silkroadvb5piz3r.onion/index.php/silkroad/user/42363d64d5

High Quality Dutch Passion Variety Buds",N/A,N/A,N/A,79 (0.221 per day),+2/-2
SvampGuden,56787,81a8ec3ae9,2013/02/27 21:18,2013/08/18 07:54,http://silkroadvb5piz3r.onion/silkroad/user/81a8ec3ae9,N/A,N/A,N/A,0 (0 per day),+0/-0
Indubitably,56023,b52df675d7,2013/02/22 05:05,2013/05/19 17:56,http://silkroadvb5piz3r.onion/silkroad/user/b52df675d7,N/A,N/A,N/A,27 (0.118 per day),+3/-2
WestCoastRX,32657,de9423b615,2012/08/30 00:24,2013/10/07 19:37,"Vendor Profile:
http://silkroadvb5piz3r.onion/index.php/silkroad/user/de9423b615
Reviews and Discussion:
http://dkn255hz262ypmii.onion/index.php?topic=40796",N/A,N/A,N/A,121 (0.300 per day),+5/-2
dispater,34477,N/A,2012/09/14 11:19,2013/10/03 13:31,silkroadvb5piz3r.onion/index.php/silkroad/user/1422ef17de,N/A,N/A,N/A,0 (0 per day),+0/-0
shakedown street,43752,32d843c09d,2012/11/25 16:30,2013/10/02 14:32,"""Don't tell me this town ain't got no heart-you just gotta poke around.""
http://dkn255hz262ypmii.onion/index.php?topic=70828.0  Why is there a 
prohibition of Alcohol on Silk Road?
""I'm a high-tech red-neck."" 
""Fuck the Police""
""Fuck Minnesota""

http://silkroadvb5piz3r.onion/silkroad/user/32d843c09d",8-9-95 The Day The Music Really Died,N/A,state of confusion,205 (0.647 per day),+25/-10
poppermachine,8375,7a03648820,2012/01/08 05:15,N/A,"MXE, 3-MEO-PCP, DXM

http://silkroadvb5piz3r.onion/silkroad/user/7a03648820",I am completely insane. Do not listen to me.,N/A,N/A,298 (0.466 per day),+23/-49
Interways,51647,3c4dfe8f47,2013/01/22 03:58,2013/10/06 14:21,"________________SERVICE & QUALITY________________

Interways makes every effort to keep your transactions safe and anonymous,
providing you fast reliable service as well as top quality products.

http://silkroadvb5piz3r.onion/silkroad/user/3c4dfe8f47",At your Service !,N/A,Germany,352 (1.359 per day),+13/-13
hyperocity,20963,805133ac87,2012/05/17 20:19,2013/02/04 12:16,http://silkroadvb5piz3r.onion/silkroad/user/805133ac87,N/A,N/A,N/A,25 (0.049 per day),+4/-0
Aussie bob,59859,cbff8b3dc5,2013/03/24 08:18,2013/07/29 04:17,http://silkroadvb5piz3r.onion/index.php/silkroad/user/cbff8b3dc5,N/A,N/A,N/A,278 (1.404 per day),+26/-34
Jack N Hoff,62239,N/A,2013/04/05 13:15,2013/10/05 21:49,"Vendor profile on Sheep - 
http://sheep5u64fi457aw.onion/account/profile/66c610d38eb306e311581a2278f76516
Vendor profile on BMR - 
http://5onwnspjvuk7cwvk.onion/index.php?p=viewUser&id=298328
Review thread - http://dkn255hz262ypmii.onion/index.php?topic=171553",Big Willy,N/A,"55 W 125th St New York, NY 10027",4055 (21.801 per day),+1257/-287
LeadSingersDisease,36371,N/A,2012/09/29 03:39,2013/10/06 02:41,N/A,N/A,N/A,N/A,51 (0.136 per day),+5/-3
KingDavid,39109,f75b3943f9,2012/10/23 03:21,2013/09/12 18:38,"Vendor page: 
http://silkroadvb5piz3r.onion/index.php/silkroad/user/f75b3943f9",N/A,N/A,N/A,89 (0.254 per day),+25/-2
